AMOUNT,APPTXNMOD,AUTH_CODE_AC,BANK_NAME_2H,CARD_TYPE_CT,DATE_TIME_DT,INVOICE_IN,LAST4CARDNO,MRCHNT_ID_MID,PMS_MODULE,PMS_NUMBER,PMS_SYSTEM_DT,RESP_CODE_RC,RETRIEVAL_REF_NUM_RRN,SERVICE_PROVIDER_2H,TERM_ID_TID,TRANSAC_TYPE,ZONE
152,374978723394441738,-,NQRD,QRD,2025-02-01,-,0000,NWU,PWB BOOKING,2022206713,2025-02-01,S,093716668518,Master,QRD,RECPT,8
133,602878966592774923,-,NQRD,QRD,2025-02-03,-,0000,NMH,PWB BOOKING,1008630625,2025-02-03,S,094373518662,Master,QRD,RECPT,8
251,183378720238093370,,NQRD,QRD,2025-02-03,,0000,UJN,LT BOOKING,4002151094,2025-02-03,S,094889698752,Master,QRD,RECPT,8
1924,299990848686928935,-,NQRD,QRD,2025-02-02,-,0000,BRC,PWB BOOKING,1008628939,2025-02-02,S,096196895763,Master,QRD,RECPT,8
1134,102754614446729558,-,NQRD,QRD,2025-02-01,-,0000,INDB,PWB BOOKING,2022204451,2025-02-01,S,127471204207,Master,QRD,RECPT,8
89,571862183322165122,-,NQRD,QRD,2025-02-03,-,0000,BDTS,PWB BOOKING,2022216883,2025-02-03,S,127567216402,Master,QRD,RECPT,8
2186,452353658369254112,-,NQRD,QRD,2025-02-02,-,0000,GIMB,PWB BOOKING,2022214209,2025-02-02,S,128359592599,Master,QRD,RECPT,8
126,506374020418347292,-,NQRD,QRD,2025-02-01,-,0000,NWU,PWB BOOKING,2022206555,2025-02-01,S,161807307160,Master,QRD,RECPT,8
135,617138427656579087,,NQRD,QRD,2025-02-02,,0000,BRC,LT BOOKING,3001189203,2025-02-02,S,162444075815,Master,QRD,RECPT,8
1777,224601015132691485,-,NQRD,QRD,2025-02-01,-,0000,ST,PWB BOOKING,2022208428,2025-02-01,S,021975368948,Master,QRD,RECPT,8
111,512864781319870920,-,NQRD,QRD,2025-02-02,-,0000,UJN,PWB BOOKING,2022214601,2025-02-02,S,023004026000,Master,QRD,RECPT,8
25,994771232500100721,-,NQRD,QRD,2025-02-01,-,0000,ADI,PWB DELIVERY,9000288450,2025-02-01,S,024297446292,Master,QRD,RECPT,8
252,552469178689475668,-,NQRD,QRD,2025-02-01,-,0000,ADI,PWB DELIVERY,9000295209,2025-02-01,S,059844641930,Master,QRD,RECPT,8
30,503277438683328633,-,NQRD,QRD,2025-02-02,-,0000,INDB,PWB BOOKING,2022212962,2025-02-02,S,061455679575,Master,QRD,RECPT,8
287,36125687384023600,-,NQRD,QRD,2025-02-01,-,0000,ST,PWB DELIVERY,9000290994,2025-02-01,S,061556490587,Master,QRD,RECPT,8
147,135289172627738185,-,NQRD,QRD,2025-02-01,-,0000,INDB,PWB DELIVERY,9000292779,2025-02-01,S,130006595467,Master,QRD,RECPT,8
124,98208083316225851,-,NQRD,QRD,2025-02-03,-,0000,INDB,PWB BOOKING,2022215500,2025-02-03,S,130226690044,Master,QRD,RECPT,8
21,67763961032063100,-,NQRD,QRD,2025-02-02,-,0000,ASV,PWB DELIVERY,9000310762,2025-02-02,S,164601179706,Master,QRD,RECPT,8
297,193616960505657345,,NQRD,QRD,2025-02-03,,0000,VAPI,LT BOOKING,3001190688,2025-02-03,S,024471197809,Master,QRD,RECPT,8
3,974219552166324985,-,NQRD,QRD,2025-02-03,-,0000,UJN,PWB BOOKING,1008632441,2025-02-03,S,026168169736,Master,QRD,RECPT,8
251,643965385309839725,-,NQRD,QRD,2025-02-02,-,0000,RTM,PWB BOOKING,1008627149,2025-02-02,S,026409592063,Master,QRD,RECPT,8
182,769793070639015728,-,NQRD,QRD,2025-02-02,-,0000,MDS,PWB BOOKING,2022208896,2025-02-02,S,063215662947,Master,QRD,RECPT,8
2030,981643340434257789,-,NQRD,QRD,2025-02-03,-,0000,NMH,PWB BOOKING,1008631969,2025-02-03,S,130853400361,Master,QRD,RECPT,8
353,313159292491600848,-,NQRD,QRD,2025-02-03,-,0000,UJN,PWB BOOKING,2022221085,2025-02-03,S,130888892735,Master,QRD,RECPT,8
242,126518412309171076,-,NQRD,QRD,2025-02-01,-,0000,ST,PWB DELIVERY,9000290010,2025-02-01,S,131574013571,Master,QRD,RECPT,8
2864,802721632767997970,,NQRD,QRD,2025-02-01,,0000,UJN,LT BOOKING,4002148187,2025-02-01,S,027974203071,Master,QRD,RECPT,8
384,213115466406099234,-,NQRD,QRD,2025-02-01,-,0000,NMH,PWB BOOKING,2022205138,2025-02-01,S,065966325504,Master,QRD,RECPT,8
50,346270751110355341,-,NQRD,QRD,2025-02-03,-,0000,RTM,PWB BOOKING,2022217610,2025-02-03,S,066201408146,Master,QRD,RECPT,8
811,122873758765293586,-,NQRD,QRD,2025-02-02,-,0000,RJT,PWB BOOKING,2022214131,2025-02-02,S,100168039514,Master,QRD,RECPT,8
51,63597593417259200,-,NQRD,QRD,2025-02-03,-,0000,BHUJ,PWB DELIVERY,9000315473,2025-02-03,S,101126214406,Master,QRD,RECPT,8
173,45143764132279762,-,NQRD,QRD,2025-02-03,-,0000,RJT,PWB BOOKING,1008631490,2025-02-03,S,133525558382,Master,QRD,RECPT,8
51,790084808555638179,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB DELIVERY,9000323087,2025-02-03,S,135373637332,Master,QRD,RECPT,8
913,248953101823061789,,NQRD,QRD,2025-02-02,,0000,ND,LT BOOKING,3001188935,2025-02-02,S,155786234044,OTH,QRD,RECPT,8
112,605591371285768403,-,NQRD,QRD,2025-02-01,-,0000,MDS,PWB BOOKING,2022205646,2025-02-01,S,067846600017,Master,QRD,RECPT,8
1051,728577800458368539,-,NQRD,QRD,2025-02-02,-,0000,RTM,PWB BOOKING,1008627575,2025-02-02,S,067969954550,Master,QRD,RECPT,8
288,855698008273364744,-,NQRD,QRD,2025-02-01,-,0000,COR,PWB BOOKING,2022203643,2025-02-01,S,068046742221,Master,QRD,RECPT,8
249,767540733400521517,-,NQRD,QRD,2025-02-03,-,0000,RTM,PWB BOOKING,2022217012,2025-02-03,S,101391177184,Master,QRD,RECPT,8
493,759183659451794147,-,NQRD,QRD,2025-02-03,-,0000,NMH,PWB BOOKING,1008630515,2025-02-03,S,001004083300,Master,QRD,RECPT,8
1085,45454944453367228,-,NQRD,QRD,2025-02-02,-,0000,RTM,PWB BOOKING,1008628721,2025-02-02,S,068994329175,Master,QRD,RECPT,8
808,807187334449834955,-,NQRD,QRD,2025-02-03,-,0000,NAD,PWB BOOKING,2022216948,2025-02-03,S,070231607293,Master,QRD,RECPT,8
1552,154974615862382294,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB BOOKING,2022217313,2025-02-03,S,103959590845,Master,QRD,RECPT,8
152,994771963468755513,-,NQRD,QRD,2025-02-01,-,0000,BRC,PWB DELIVERY,9000290729,2025-02-01,S,104111449773,Master,QRD,RECPT,8
489,761429542604956219,-,NQRD,QRD,2025-02-02,-,0000,DHD,PWB BOOKING,2022210381,2025-02-02,S,002777119143,Master,QRD,RECPT,8
89,93018265299697451,,NQRD,QRD,2025-02-02,,0000,ST,LT BOOKING,3001189373,2025-02-02,S,072954550586,Master,QRD,RECPT,8
471,37222621863799700,-,NQRD,QRD,2025-02-01,-,0000,ADI,PWB DELIVERY,9000293158,2025-02-01,S,140508757335,Master,QRD,RECPT,8
515,441822579643577577,-,NQRD,QRD,2025-02-01,-,0000,INDB,PWB DELIVERY,9000296946,2025-02-01,S,141852318615,Master,QRD,RECPT,8
1049,76838447621640786,-,NQRD,QRD,2025-02-02,-,0000,UJN,PWB BOOKING,2022212956,2025-02-02,S,004586490303,Master,QRD,RECPT,8
26154,808342308404457718,,NQRD,QRD,2025-02-01,,0000,GIMB,LT BOOKING,4002148926,2025-02-01,S,037031834596,Master,QRD,RECPT,8
480,614124259547280119,-,NQRD,QRD,2025-02-02,-,0000,BHUJ,PWB BOOKING,2022212135,2025-02-02,S,038145247227,Master,QRD,RECPT,8
282,652698257101445401,-,NQRD,QRD,2025-02-03,-,0000,INDB,PWB BOOKING,2022218143,2025-02-03,S,107902884061,Master,QRD,RECPT,8
140,837740380567430761,-,NQRD,QRD,2025-02-03,-,0000,BDTS,PWB BOOKING,2022220677,2025-02-03,S,108237583315,Master,QRD,RECPT,8
370,235035957761732467,-,NQRD,QRD,2025-02-02,-,0000,RTM,PWB BOOKING,2022215024,2025-02-02,S,108413530645,Master,QRD,RECPT,8
32,481049460663417118,-,NQRD,QRD,2025-02-03,-,0000,ADI,PWB DELIVERY,9000324488,2025-02-03,S,038573486573,Master,QRD,RECPT,8
242,377177605610026415,-,NQRD,QRD,2025-02-02,-,0000,RTM,PWB BOOKING,1008627757,2025-02-02,S,041673435974,Master,QRD,RECPT,8
2041,647383680336206935,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB BOOKING,1008632276,2025-02-03,S,042317114815,Master,QRD,RECPT,8
584,468835056823188408,-,NQRD,QRD,2025-02-01,-,0000,MDS,PWB BOOKING,2022200054,2025-02-01,S,079698128442,Master,QRD,RECPT,8
3,525221083280071475,-,NQRD,QRD,2025-02-03,-,0000,UJN,PWB BOOKING,1008632430,2025-02-03,S,147460279954,Master,QRD,RECPT,8
2567,968905290735170486,-,NQRD,QRD,2025-02-03,-,0000,NAD,PWB BOOKING,2022217869,2025-02-03,S,147885136964,Master,QRD,RECPT,8
177,106674111524055149,-,NQRD,QRD,2025-02-02,-,0000,BRC,PWB BOOKING,2022211740,2025-02-02,S,148553550590,Master,QRD,RECPT,8
165,206097612788953163,-,NQRD,QRD,2025-02-01,-,0000,DDR,PWB BOOKING,1008622509,2025-02-01,S,149096587843,Master,QRD,RECPT,8
575,330262438110758360,-,NQRD,QRD,2025-02-02,-,0000,INDB,PWB BOOKING,1008628788,2025-02-02,S,181705069207,Master,QRD,RECPT,8
843,299369770311755350,-,NQRD,QRD,2025-02-03,-,0000,UJN,PWB BOOKING,1008631031,2025-02-03,S,181726665874,Master,QRD,RECPT,8
1286,181930313624,-,ICICI BANK LTD,QRD,2025-02-03,-,0001,MMCT,PWB BOOKING,2022217564,2025-02-03,-,181930313624,Master,MH106993,RECPT,8
3,314531868251678053,-,NQRD,QRD,2025-02-01,-,0000,UJN,PWB BOOKING,2022208606,2025-02-01,S,182639750884,Master,QRD,RECPT,8
810,174747911520620925,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB BOOKING,2022221270,2025-02-03,S,190252595584,Master,QRD,RECPT,8
403,796761703866158397,-,NQRD,QRD,2025-02-01,-,0000,ST,PWB BOOKING,2022200255,2025-02-01,S,201047309202,Master,QRD,RECPT,8
50,183905695166777824,-,NQRD,QRD,2025-02-02,-,0000,NDB,PWB BOOKING,2022211091,2025-02-02,S,201668826267,Master,QRD,RECPT,8
1363,148107366896536608,,NQRD,QRD,2025-02-03,,0000,NAD,LT BOOKING,4002151060,2025-02-03,S,202185039847,Master,QRD,RECPT,8
54,665140653253551717,-,NQRD,QRD,2025-02-02,-,0000,ADI,PWB DELIVERY,9000311173,2025-02-02,S,204805696240,Master,QRD,RECPT,8
1418,63421631777733398,-,NQRD,QRD,2025-02-01,-,0000,INDB,PWB BOOKING,2022205550,2025-02-01,S,192406087894,Master,QRD,RECPT,8
32,460125663309891207,-,NQRD,QRD,2025-02-02,-,0000,BRC,PWB DELIVERY,9000306488,2025-02-02,S,198402306807,Master,QRD,RECPT,8
3,457373426461196184,-,NQRD,QRD,2025-02-03,-,0000,UJN,PWB BOOKING,1008632423,2025-02-03,S,199134856010,Master,QRD,RECPT,8
27,65715584629572900,-,NQRD,QRD,2025-02-02,-,0000,BRC,PWB DELIVERY,9000304292,2025-02-02,S,200031182570,Master,QRD,RECPT,8
86,322036505430900604,-,NQRD,QRD,2025-02-03,-,0000,RJT,PWB DELIVERY,9000320604,2025-02-03,S,185243777109,Master,QRD,RECPT,8
720,959979392405130447,,NQRD,QRD,2025-02-03,,0000,VAPI,LT BOOKING,3001190468,2025-02-03,S,185855308685,Master,QRD,RECPT,8
1362,49972602886811405,,NQRD,QRD,2025-02-01,,0000,RJT,LT BOOKING,4002148941,2025-02-01,S,186196338109,Master,QRD,RECPT,8
593,469997515209388992,,NQRD,QRD,2025-02-02,,0000,VAPI,LT BOOKING,3001189472,2025-02-02,S,188048849875,Master,QRD,RECPT,8
277,254136706766584768,,NQRD,QRD,2025-02-02,,0000,ASV,LT BOOKING,4002149907,2025-02-02,S,188276230493,Master,QRD,RECPT,8
18,333403647304165439,-,NQRD,QRD,2025-02-03,-,0000,MMCT,PWB DELIVERY,9000320497,2025-02-03,S,189032352924,Master,QRD,RECPT,8
112,685714631697165802,-,NQRD,QRD,2025-02-01,-,0000,BDTS,PWB BOOKING,1008623227,2025-02-01,S,189325496018,Master,QRD,RECPT,8
259,285060867110626187,-,NQRD,QRD,2025-02-01,-,0000,INDB,PWB BOOKING,2022205017,2025-02-01,S,175729560085,Master,QRD,RECPT,8
2705,295563304707299751,-,NQRD,QRD,2025-02-03,-,0000,GIMB,PWB DELIVERY,9000324582,2025-02-03,S,175843443668,Master,QRD,RECPT,8
2075,185339021119693082,,NQRD,QRD,2025-02-01,,0000,VAPI,LT BOOKING,4002148924,2025-02-01,S,176264400619,Master,QRD,RECPT,8
259,158817426432013720,-,NQRD,QRD,2025-02-02,-,0000,PNU,PWB BOOKING,1008627911,2025-02-02,S,176872231544,Master,QRD,RECPT,8
257,22604442672230930,-,NQRD,QRD,2025-02-02,-,0000,NMH,PWB BOOKING,2022211583,2025-02-02,S,179126919299,Master,QRD,RECPT,8
153,231468676463102127,-,NQRD,QRD,2025-02-02,-,0000,INDB,PWB BOOKING,1008628671,2025-02-02,S,179330392486,Master,QRD,RECPT,8
3,842367529748792609,-,NQRD,QRD,2025-02-02,-,0000,RTM,PWB DELIVERY,9000310563,2025-02-02,S,392626186161,Master,QRD,RECPT,8
3,703075511839734112,-,NQRD,QRD,2025-02-03,-,0000,UJN,PWB BOOKING,1008632429,2025-02-03,S,430240420667,Master,QRD,RECPT,8
521,388492685399094649,-,NQRD,QRD,2025-02-01,-,0000,GIMB,PWB DELIVERY,9000298061,2025-02-01,S,219867478950,Master,QRD,RECPT,8
852,711202796813820525,-,NQRD,QRD,2025-02-02,-,0000,UJN,PWB BOOKING,1008628651,2025-02-02,S,221519402778,Master,QRD,RECPT,8
441,279873258129554666,,NQRD,QRD,2025-02-03,,0000,NVS,LT BOOKING,3001189802,2025-02-03,S,253752615615,OTH,QRD,RECPT,8
729,321679557879328429,-,NQRD,QRD,2025-02-02,-,0000,RTM,PWB BOOKING,2022210147,2025-02-02,S,288363310215,Master,QRD,RECPT,8
7620,30296979042178050,,NQRD,QRD,2025-02-03,,0000,PNU,LT BOOKING,4002150693,2025-02-03,S,356875153689,Master,QRD,RECPT,8
956,22871358459802100,-,NQRD,QRD,2025-02-01,-,0000,RTM,PWB DELIVERY,9000289999,2025-02-01,S,356923063138,Master,QRD,RECPT,8
341,228230191845615451,-,NQRD,QRD,2025-02-02,-,0000,INDB,PWB BOOKING,2022215061,2025-02-02,S,394405774619,Master,QRD,RECPT,8
5,82435426370697200,-,NQRD,QRD,2025-02-01,-,0000,ADI,PWB DELIVERY,9000296071,2025-02-01,S,394736464057,Master,QRD,RECPT,8
2503,89161486165244783,-,NQRD,QRD,2025-02-03,-,0000,NAD,PWB BOOKING,2022217655,2025-02-03,S,396527783209,Master,QRD,RECPT,8
14,279154624438689983,-,NQRD,QRD,2025-02-01,-,0000,ADI,PWB DELIVERY,9000291155,2025-02-01,S,470581665765,Master,QRD,RECPT,8
181,909981501193401713,,NQRD,QRD,2025-02-02,,0000,NVS,LT BOOKING,3001188802,2025-02-02,S,471384601640,OTH,QRD,RECPT,8
704,968956231860397260,-,NQRD,QRD,2025-02-03,-,0000,NAD,PWB BOOKING,2022216914,2025-02-03,S,222825581424,Master,QRD,RECPT,8
423,133373792393718337,-,NQRD,QRD,2025-02-03,-,0000,BDTS,PWB BOOKING,2022218328,2025-02-03,S,255753573187,Master,QRD,RECPT,8
167,638430947714871639,-,NQRD,QRD,2025-02-01,-,0000,BL,PWB BOOKING,1008625498,2025-02-01,S,290699579377,Master,QRD,RECPT,8
6,865097447688412430,,NQRD,QRD,2025-02-01,,0000,INDB,LT BOOKING,3001188191,2025-02-01,S,322514953773,Master,QRD,RECPT,8
328,255356877252883432,,NQRD,QRD,2025-02-03,,0000,OKHA,LT BOOKING,3001189700,2025-02-03,S,358361583615,Master,QRD,RECPT,8
2145,875072372857874054,-,NQRD,QRD,2025-02-01,-,0000,ST,PWB BOOKING,1008625477,2025-02-01,S,360075481737,Master,QRD,RECPT,8
5539,112676113644175871,-,NQRD,QRD,2025-02-02,-,0000,RTM,PWB BOOKING,2022214016,2025-02-02,S,435156976403,Master,QRD,RECPT,8
181,11644521369357199,-,NQRD,QRD,2025-02-02,-,0000,NAD,PWB BOOKING,1008627382,2025-02-02,S,435673071051,Master,QRD,RECPT,8
182,877672018637710372,-,NQRD,QRD,2025-02-03,-,0000,GIMB,PWB BOOKING,1008630848,2025-02-03,S,473289960339,Master,QRD,RECPT,8
362,326184288504250736,-,NQRD,QRD,2025-02-02,-,0000,INDB,PWB BOOKING,2022209789,2025-02-02,S,257874730921,Master,QRD,RECPT,8
45,436386555639971141,-,NQRD,QRD,2025-02-02,-,0000,BDTS,PWB BOOKING,1008628352,2025-02-02,S,258475029786,Master,QRD,RECPT,8
101,343109906593295489,-,NQRD,QRD,2025-02-03,-,0000,NWU,PWB BOOKING,2022220878,2025-02-03,S,292496379878,Master,QRD,RECPT,8
1365,887634908546181657,,NQRD,QRD,2025-02-01,,0000,INDB,LT BOOKING,4002148024,2025-02-01,S,293830707411,Master,QRD,RECPT,8
548,696959797671852724,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB BOOKING,1008631081,2025-02-03,S,324323112865,Master,QRD,RECPT,8
266,613997765883466425,-,NQRD,QRD,2025-02-03,-,0000,BDTS,PWB BOOKING,2022220803,2025-02-03,S,324542210787,Master,QRD,RECPT,8
174,344964631578724984,-,NQRD,QRD,2025-02-03,-,0000,RTM,PWB BOOKING,2022220744,2025-02-03,S,325411030723,Master,QRD,RECPT,8
49,474987026306493303,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB BOOKING,1008631027,2025-02-03,S,361658344624,Master,QRD,RECPT,8
447,246350080760731856,,NQRD,QRD,2025-02-03,,0000,ST,LT BOOKING,3001189665,2025-02-03,S,400580768251,Master,QRD,RECPT,8
242,582768591892613312,-,NQRD,QRD,2025-02-02,-,0000,RTM,PWB BOOKING,1008627709,2025-02-02,S,436495770556,Master,QRD,RECPT,8
123,221356385352373556,-,NQRD,QRD,2025-02-02,-,0000,INDB,PWB BOOKING,2022213657,2025-02-02,S,438723771446,Master,QRD,RECPT,8
121,838102816192157308,-,NQRD,QRD,2025-02-01,-,0000,BL,PWB DELIVERY,9000286710,2025-02-01,S,475785840740,Master,QRD,RECPT,8
3,729904645860331797,-,NQRD,QRD,2025-02-01,-,0000,UJN,PWB BOOKING,2022208539,2025-02-01,S,228470465144,Master,QRD,RECPT,8
387,250045892263653158,-,NQRD,QRD,2025-02-01,-,0000,RTM,PWB BOOKING,2022200464,2025-02-01,S,294843856855,Master,QRD,RECPT,8
428,246225597422834027,-,NQRD,QRD,2025-02-01,-,0000,RTM,PWB BOOKING,1008625002,2025-02-01,S,327363590627,Master,QRD,RECPT,8
55,497744191661747455,-,NQRD,QRD,2025-02-02,-,0000,BDTS,PWB BOOKING,1008627651,2025-02-02,S,365168821216,Master,QRD,RECPT,8
217,853806105250604751,-,NQRD,QRD,2025-02-03,-,0000,RTM,PWB BOOKING,2022220685,2025-02-03,S,365378492367,Master,QRD,RECPT,8
725,550427679616112277,-,NQRD,QRD,2025-02-03,-,0000,VAPI,PWB DELIVERY,9000324104,2025-02-03,S,401501169309,Master,QRD,RECPT,8
1913,27123154683839781,-,NQRD,QRD,2025-02-02,-,0000,UJN,PWB BOOKING,2022214473,2025-02-02,S,402544570477,Master,QRD,RECPT,8
430,815569626824969002,,NQRD,QRD,2025-02-03,,0000,ST,LT BOOKING,3001189666,2025-02-03,S,439682569707,Master,QRD,RECPT,8
581,952863085874053621,-,NQRD,QRD,2025-02-01,-,0000,INDB,PWB BOOKING,2022206495,2025-02-01,S,477970771175,Master,QRD,RECPT,8
308,33967326395235131,,NQRD,QRD,2025-02-02,,0000,ST,LT BOOKING,3001188699,2025-02-02,S,503345780472,Master,QRD,RECPT,8
172,24909153681229533,,NQRD,QRD,2025-02-02,,0000,BRC,LT BOOKING,4002149353,2025-02-02,S,503345938812,Master,QRD,RECPT,8
2691,56700803357039165,-,NQRD,QRD,2025-02-02,-,0000,RJT,PWB BOOKING,2022210432,2025-02-02,S,503345979629,Master,QRD,RECPT,8
516,733015590116326799,-,NQRD,QRD,2025-02-02,-,0000,BVI,PWB BOOKING,1008628958,2025-02-02,S,503398807217,Master,QRD,RECPT,8
188,376411740768283642,-,NQRD,QRD,2025-02-02,-,0000,DDR,PWB BOOKING,1008626365,2025-02-02,S,503398826717,Master,QRD,RECPT,8
2614,531146554355733342,-,NQRD,QRD,2025-02-02,-,0000,BRC,PWB BOOKING,2022209079,2025-02-02,S,503398884138,Master,QRD,RECPT,8
32,421451114390239745,-,NQRD,QRD,2025-02-02,-,0000,DDR,PWB BOOKING,1008626427,2025-02-02,S,503398942730,Master,QRD,RECPT,8
5,976847736427437884,-,NQRD,QRD,2025-02-02,-,0000,DDR,PWB BOOKING,1008626413,2025-02-02,S,503399058836,Master,QRD,RECPT,8
210,360742800222471443,-,NQRD,QRD,2025-02-02,-,0000,ADI,PWB DELIVERY,9000304020,2025-02-02,S,503399283793,Master,QRD,RECPT,8
2827,569189948640150915,-,NQRD,QRD,2025-02-02,-,0000,PNU,PWB BOOKING,2022209420,2025-02-02,S,503399730185,Master,QRD,RECPT,8
1059,857902790215547824,,NQRD,QRD,2025-02-02,,0000,DDR,LT BOOKING,3001188763,2025-02-02,S,503399730942,Master,QRD,RECPT,8
6159,931819249282587558,,NQRD,QRD,2025-02-03,,0000,DDR,MR,8000324191,2025-02-03,S,503400408715,-,QRD,RECPT,8
185,860174066353596090,,NQRD,QRD,2025-02-03,,0000,VAPI,LT BOOKING,3001190415,2025-02-03,S,503427613604,Master,QRD,RECPT,8
251,471157927129350918,-,NQRD,QRD,2025-02-03,-,0000,NWU,PWB BOOKING,2022220852,2025-02-03,S,503428613182,Master,QRD,RECPT,8
610,155080078471695336,-,NQRD,QRD,2025-02-03,-,0000,GIMB,PWB BOOKING,1008630863,2025-02-03,S,503428809902,Master,QRD,RECPT,8
32,728106280219347359,-,NQRD,QRD,2025-02-03,-,0000,BL,PWB BOOKING,1008631817,2025-02-03,S,503429029002,Master,QRD,RECPT,8
45,159345603617852774,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB BOOKING,1008630390,2025-02-03,S,503429197275,Master,QRD,RECPT,8
2257,229482325821341076,-,NQRD,QRD,2025-02-03,-,0000,BRC,PWB BOOKING,2022222673,2025-02-03,S,503429540845,Master,QRD,RECPT,8
583,365783822127258466,-,NQRD,QRD,2025-02-03,-,0000,BRC,PWB BOOKING,1008631688,2025-02-03,S,503462380332,Master,QRD,RECPT,8
242,431998738206453125,-,NQRD,QRD,2025-02-03,-,0000,ADI,PWB DELIVERY,9000320866,2025-02-03,S,503463085738,Master,QRD,RECPT,8
105,253539872462606582,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB DELIVERY,9000324915,2025-02-03,S,503481081444,Master,QRD,RECPT,8
252,841741795542561230,-,NQRD,QRD,2025-02-03,-,0000,ADI,PWB DELIVERY,9000321554,2025-02-03,S,503481412671,Master,QRD,RECPT,8
99,721830776857767117,-,NQRD,QRD,2025-02-03,-,0000,BRC,PWB DELIVERY,9000321602,2025-02-03,S,503481523012,Master,QRD,RECPT,8
553,793807292526261982,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB BOOKING,1008630282,2025-02-03,S,503481784228,Master,QRD,RECPT,8
1437,775087033352690135,,NQRD,QRD,2025-02-03,,0000,VAPI,LT BOOKING,4002150535,2025-02-03,S,503481965995,Master,QRD,RECPT,8
345,889305131661269107,-,NQRD,QRD,2025-02-03,-,0000,OKHA,PWB BOOKING,1008631773,2025-02-03,S,503482243895,Master,QRD,RECPT,8
210,380864089556691383,-,NQRD,QRD,2025-02-01,-,0000,BVI,PWB DELIVERY,9000296449,2025-02-01,S,539840843569,Master,QRD,RECPT,8
49,372793284134930728,-,NQRD,QRD,2025-02-01,-,0000,OKHA,PWB BOOKING,1008623584,2025-02-01,S,539841053033,Master,QRD,RECPT,8
4204,306090622559304160,-,NQRD,QRD,2025-02-01,-,0000,RJT,PWB BOOKING,2022206574,2025-02-01,S,539841681407,Master,QRD,RECPT,8
6113,651543307874420208,-,NQRD,QRD,2025-02-01,-,0000,RJT,PWB BOOKING,2022207536,2025-02-01,S,539847116470,Master,QRD,RECPT,8
1738,182129240390838772,-,NQRD,QRD,2025-02-02,-,0000,INDB,PWB BOOKING,2022211188,2025-02-02,S,503346965305,Master,QRD,RECPT,8
42,444413837471394127,-,NQRD,QRD,2025-02-02,-,0000,BRC,PWB DELIVERY,9000308450,2025-02-02,S,503347236959,Master,QRD,RECPT,8
489,749019512616067186,-,NQRD,QRD,2025-02-02,-,0000,PNU,PWB BOOKING,1008627816,2025-02-02,S,503348222214,Master,QRD,RECPT,8
380,4840893607767614,,NQRD,QRD,2025-02-02,,0000,ST,LT BOOKING,3001188740,2025-02-02,S,503348571482,Master,QRD,RECPT,8
84,165530409378169296,-,NQRD,QRD,2025-02-03,-,0000,UDN,PWB DELIVERY,9000325271,2025-02-03,S,503400781912,Master,QRD,RECPT,8
735,175780551812348760,-,NQRD,QRD,2025-02-03,-,0000,ADI,PWB DELIVERY,9000319958,2025-02-03,S,503401356237,Master,QRD,RECPT,8
59,751888418755346321,-,NQRD,QRD,2025-02-03,-,0000,ADI,PWB DELIVERY,9000324274,2025-02-03,S,503417075302,Master,QRD,RECPT,8
285,895389292432676966,-,NQRD,QRD,2025-02-03,-,0000,INDB,PWB BOOKING,2022216137,2025-02-03,S,503417520058,Master,QRD,RECPT,8
3940,955319512136107482,-,NQRD,QRD,2025-02-03,-,0000,BRC,PWB BOOKING,2022221478,2025-02-03,S,503419249812,Master,QRD,RECPT,8
21,481193156505262144,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB DELIVERY,9000325553,2025-02-03,S,503419251138,Master,QRD,RECPT,8
244,108703137562542284,-,NQRD,QRD,2025-02-03,-,0000,BDTS,PWB BOOKING,2022221232,2025-02-03,S,503429916516,Master,QRD,RECPT,8
41,758517814893823088,-,NQRD,QRD,2025-02-03,-,0000,ST,PWB BOOKING,2022221642,2025-02-03,S,503431326670,Master,QRD,RECPT,8
354,97797401026060237,-,NQRD,QRD,2025-02-03,-,0000,OKHA,PWB BOOKING,1008631764,2025-02-03,S,503482944291,Master,QRD,RECPT,8
53,864271590631247056,-,NQRD,QRD,2025-02-03,-,0000,BRC,PWB BOOKING,1008631807,2025-02-03,S,503483019949,Master,QRD,RECPT,8
195,170989495460989566,-,NQRD,QRD,2025-02-03,-,0000,BRC,PWB BOOKING,2022216311,2025-02-03,S,517738556757,Master,QRD,RECPT,8
4,277463017671074040,-,NQRD,QRD,2025-02-01,-,0000,ST,PWB DELIVERY,9000295931,2025-02-01,S,539848256336,Master,QRD,RECPT,8
1305,26520456662109191,-,NQRD,QRD,2025-02-01,-,0000,INDB,PWB BOOKING,2022205479,2025-02-01,S,539848458939,Master,QRD,RECPT,8
